user_nick,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,17934,100,0.56%,197.2,11,1.97,2,3798,2.00%,19.26
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,17933,57,0.32%,94.67,5.28,1.66,-,-,-,-
midea-rsq2,九数618_燃热_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,17511,115,0.66%,600.9,34.32,5.23,-,-,-,-
midea-rsq2,九数618_燃热_类目_高分_无品牌倾向_0619,外部导入人群,无线,京东直投,,,17074,85,0.50%,158.04,9.26,1.86,-,-,-,-
midea-rsq2,燃热-价位段-1699-2199竞品浏览,新标签人群,无线,京东直投,,,16952,106,0.63%,427.46,25.22,4.03,2,2298,1.89%,5.38
midea-rsq2,九数618_燃热_类目_高分_无品牌倾向_0619,外部导入人群,无线,京东直投,,,16880,44,0.26%,129.08,7.65,2.93,-,-,-,-
midea-rsq2,九数618_燃热_类目_高分_美的品牌倾向_0615,外部导入人群,无线,京东直投,,,16796,113,0.67%,419.07,24.95,3.71,8,10690,7.08%,25.51
midea-rsq2,净水-加购2500-4500竞品价位段,新标签人群,无线,京东直投,,,16545,189,1.14%,829.95,50.16,4.39,-,-,-,-
midea-rsq2,九数_618_净水_类目内_高分段_无品牌倾向_0606,外部导入人群,无线,京东直投,,,16280,76,0.47%,81.34,5,1.07,9,8487,11.84%,104.34
midea-rsq2,电热-浏览2000-3000竞品价位段,新标签人群,无线,京东直投,,,15471,117,0.76%,208.91,13.5,1.79,1,1588,0.85%,7.6
midea-rsq2,九数618_净水_类目_高分_美的品牌倾向_0615,外部导入人群,无线,京东直投,,,15232,146,0.96%,408.64,26.83,2.8,18,20875.7,12.33%,51.09
midea-rsq2,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东直投,,,15108,95,0.63%,429.93,28.46,4.53,7,10543,7.37%,24.52
midea-rsq2,九数_618_净水_类目内_高分段_2k_4k_0609,外部导入人群,无线,京东直投,,,15086,195,1.29%,161.19,10.68,0.83,-,-,-,-
midea-rsq2,九数_618_燃热_类目内_高分段_2.5k_3k,外部导入人群,无线,京东直投,,,15085,124,0.82%,55.12,3.65,0.44,-,-,-,-
midea-rsq2,九数_20190606_净水器_618跨品_干预组,外部导入人群,无线,京东直投,,,14826,41,0.28%,41.35,2.79,1.01,-,-,-,-
midea-rsq2,【新】饮水-30天未浏览美的,新标签人群,无线,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,14815,805,5.43%,2271.37,153.32,2.82,62,45948.65,7.70%,20.23
midea-rsq2,燃热-高端品牌浏览,新标签人群,无线,京东直投,,,14282,100,0.70%,229.16,16.05,2.29,1,999,1.00%,4.36
midea-rsq2,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),比佛利JSQ30-W2_燃气热水器_单投,搜索-JSQ30-W2-APP,14218,468,3.29%,4577.25,321.93,9.78,47,68045.7,10.04%,14.87
midea-rsq2,九数618_燃热_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,13554,54,0.40%,195.34,14.41,3.62,1,2099,1.85%,10.75
midea-rsq2,【新】拉新-DMP-热水器跨品类拉新,新标签人群,无线,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,13550,614,4.53%,4088.12,301.71,6.66,31,33966,5.05%,8.31
midea-rsq2,九数_618_燃热_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,13532,104,0.77%,397.92,29.41,3.83,5,5573,4.81%,14.01
midea-rsq2,九数_618_净水_类目内_高分段_无品牌倾向_0619,外部导入人群,无线,京东直投,,,13378,49,0.37%,223.36,16.7,4.56,-,-,-,-
midea-rsq2,【新】钻石会员+高级白领,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,13276,632,4.76%,2044.14,153.97,3.23,30,30894.45,4.75%,15.11
midea-rsq2,九数618_饮水_类目_高分_1.5k_3k_0616,外部导入人群,无线,京东直投,,,13274,141,1.06%,381.07,28.71,2.7,2,1698,1.42%,4.46
midea-rsq2,电热-竞品浏览-史密斯,新标签人群,无线,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,13117,1100,8.39%,5176.97,394.68,4.71,118,168943,10.73%,32.63
midea-rsq2,电热-加购2000-3000竞品价位段,新标签人群,无线,京东直投,,,13028,50,0.38%,272.93,20.95,5.46,-,-,-,-
midea-rsq2,九数_20190608_净水器_618跨品_干预组,外部导入人群,无线,京东直投,,,12805,46,0.36%,42.62,3.33,0.93,-,-,-,-
midea-rsq2,电热-竞品浏览-海尔,新标签人群,无线,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,12745,1063,8.34%,5024.53,394.24,4.73,117,168055,11.01%,33.45
midea-rsq2,九数618_燃热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东直投,,,12287,47,0.38%,258.39,21.03,5.5,-,-,-,-
midea-rsq2,九数_618_饮水_类目内_高分段_1.5k_3k_0610,外部导入人群,无线,京东直投,,,12254,116,0.95%,259.96,21.21,2.24,-,-,-,-
midea-rsq2,九数618_饮水_类目_高分_1.5k_3k_0615,外部导入人群,无线,京东直投,,,12231,132,1.08%,298.01,24.37,2.26,2,5394.6,1.52%,18.1
midea-rsq2,【新】拉新-DMP-热水器跨品类拉新,新标签人群,无线,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,12169,530,4.36%,3438.12,282.53,6.49,36,40112,6.79%,11.67
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,11867,74,0.62%,241.55,20.35,3.26,2,1298,2.70%,5.37
midea-rsq2,九数618_电热_类目_高分_2k_2.5k_0615,外部导入人群,无线,京东直投,,,11501,45,0.39%,211.2,18.36,4.69,1,1349,2.22%,6.39
midea-rsq2,九数618_燃热_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,11484,79,0.69%,349.7,30.45,4.43,-,-,-,-
midea-rsq2,【新】电热-30天未浏览美的,新标签人群,无线,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,11407,842,7.38%,5494.35,481.66,6.53,57,66882,6.77%,12.17
midea-rsq2,燃热-竞品浏览-海尔,新标签人群,无线,京东直投,,,11141,85,0.76%,162.14,14.55,1.91,-,-,-,-
midea-rsq2,九数_20190603_净水器_618跨品_干预组,外部导入人群,无线,京东直投,,,10930,50,0.46%,33.98,3.11,0.68,-,-,-,-
midea-rsq2,九数618_电热_类目_高分_2k_2.5k_0615,外部导入人群,无线,京东直投,,,10763,47,0.44%,170.67,15.86,3.63,-,-,-,-
midea-rsq2,九数_618_燃热_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,10564,51,0.48%,139.23,13.18,2.73,3,3097,5.88%,22.24
midea-rsq2,九数_618_饮水_类目内_高分段_无品牌倾向_0604,外部导入人群,无线,京东直投,,,10326,28,0.27%,53.32,5.16,1.9,-,-,-,-
midea-rsq2,九数_618_燃热_类目内_高分段_3k以上_0606,外部导入人群,无线,京东直投,,,10271,138,1.34%,154.07,15,1.12,2,3898,1.45%,25.3
midea-rsq2,电热-意向-行业30日浏览未购买,新标签人群,无线,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,10270,825,8.03%,2981.48,290.31,3.61,139,133199.2,16.85%,44.68
midea-rsq2,九数618_净水_类目_高分_1.5k_2k_0615,外部导入人群,无线,京东直投,,,10204,118,1.16%,236.23,23.15,2,8,10171.6,6.78%,43.06
midea-rsq2,【新】饮水-1500以上竞品浏览-净饮,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,10057,929,9.24%,4057.37,403.44,4.37,41,48774.95,4.41%,12.02
midea-rsq2,【新】【J400】搜索小米,新标签人群,PC,京东快车(搜索),净水器-(J400)MRO1891B-400G_净水器_单投,搜索-(J400)-电脑,9930,29,0.29%,207.45,20.89,7.15,1,999,3.45%,4.82
midea-rsq2,燃热-浏览2000-3000竞品价位段,新标签人群,无线,京东快车(搜索),燃热-JSQ30-G3S_燃气热水器_单投,搜索-APP,9654,1340,13.88%,8843.17,916.01,6.6,203,292910,15.15%,33.12
midea-rsq2,九数618_净水_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,9585,68,0.71%,329.66,34.39,4.85,1,999,1.47%,3.03
midea-rsq2,默认浏览人群,京选人群,无线,京东快车(搜索),燃热-JSQ30-HT5_燃气热水器_单投,搜索-APP,9578,806,8.42%,2289.64,239.05,2.84,210,378400,26.05%,165.27
midea-rsq2,九数_618_燃热_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,9561,55,0.58%,202.94,21.23,3.69,2,1448,3.64%,7.14
midea-rsq2,默认浏览人群,京选人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-长尾核心,9266,1145,12.36%,3739.79,403.6,3.27,56,86977.2,4.89%,23.26
midea-rsq2,【新】电热-1.5-2k价位段浏览,新标签人群,无线,京东快车(搜索),电热-F8030-A6(HEY)_电热水器_单投,搜索-F8030-A6-APP,9228,1372,14.87%,8477.78,918.7,6.18,147,170639,10.71%,20.13
midea-rsq2,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东直投,,,9183,118,1.28%,247.84,26.99,2.1,6,5237.65,5.08%,21.13
midea-rsq2,净水-意向-行业30日浏览未购买,新标签人群,无线,京东快车(搜索),净水器-(J400)MRO1891B-400G_净水器_单投,搜索-APP-搜索位,9112,407,4.47%,2941.99,322.87,7.23,44,55805.2,10.81%,18.97
midea-rsq2,默认浏览人群,京选人群,无线,京东快车(搜索),燃热-JSQ30-GTS_燃气热水器_单投,搜索-APP,9050,706,7.80%,2212.9,244.52,3.13,253,813274.8,35.84%,367.52
midea-rsq2,九数_20190610_净水器_618跨品_干预组,外部导入人群,无线,京东直投,,,8775,28,0.32%,27.6,3.15,0.99,-,-,-,-
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0618,外部导入人群,无线,京东快车(搜索),电热-F8030-A6(HEY)_电热水器_单投,搜索-F8030-A6-APP,8661,1191,13.75%,5343.06,616.91,4.49,126,129363,10.58%,24.21
midea-rsq2,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),燃热-JSQ30-HT5_燃气热水器_单投,搜索-APP,8598,1121,13.04%,6510.43,757.2,5.81,183,303850,16.32%,46.67
midea-rsq2,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东直投,,,8561,30,0.35%,147.47,17.23,4.92,2,3097,6.67%,21
midea-rsq2,【新】饮水-1500以上竞品浏览-净饮,新标签人群,无线,京东直投,,,8475,146,1.72%,148.26,17.49,1.02,-,-,-,-
midea-rsq2,燃热-浏览2000-3000竞品价位段,新标签人群,无线,京东快车(搜索),燃热-JSQ30-GS6_燃气热水器_单投,搜索-APP,8472,1004,11.85%,10239.88,1208.67,10.2,138,209228,13.75%,20.43
midea-rsq2,饮水-意向-行业30日浏览未购买,新标签人群,无线,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,7885,540,6.85%,1210.56,153.53,2.24,63,48412.25,11.67%,39.99
midea-rsq2,【新】电热-30天未浏览美的,新标签人群,无线,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,7882,658,8.35%,3942.02,500.13,5.99,62,62990,9.42%,15.98
midea-rsq2,九数_618_饮水机_类目内_高分段_无品牌倾向,外部导入人群,无线,京东直投,,,7846,32,0.41%,39.16,4.99,1.22,-,-,-,-
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,7844,23,0.29%,72.81,9.28,3.17,-,-,-,-
midea-rsq2,【新】饮水-1500以上竞品浏览-净饮,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-区域,7812,942,12.06%,2743.07,351.14,2.91,41,60466.55,4.35%,22.04
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,7736,61,0.79%,62.93,8.13,1.03,1,719,1.64%,11.43
midea-rsq2,九数618_饮水_类目_高分_美的品牌倾向_0615,外部导入人群,无线,京东直投,,,7301,51,0.70%,63.94,8.76,1.25,1,999,1.96%,15.62
midea-rsq2,九数_618_净水_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,7068,42,0.59%,176.51,24.97,4.2,4,4995,9.52%,28.3
midea-rsq2,电热-浏览2000-3000竞品价位段,新标签人群,无线,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,7055,1056,14.97%,6473.68,917.6,6.13,86,140881.1,8.14%,21.76
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东快车(搜索),电热-F8030-A6(HEY)_电热水器_单投,搜索-F8030-A6-APP,7008,1101,15.71%,7496.2,1069.66,6.81,465,885938.95,42.23%,118.19
midea-rsq2,【新】【J400】搜索小米,新标签人群,PC,京东快车(搜索),净水器-（F1）MRO1990-100G_净水器_单投,搜索-（F1）- 电脑,6989,2,0.03%,17.83,2.55,8.91,-,-,-,-
midea-rsq2,【新】饮水-加购-1600-3000元竞品sku,新标签人群,无线,京东直投,,,6902,105,1.52%,393.66,57.04,3.75,-,-,-,-
midea-rsq2,九数_618_饮水_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,6900,26,0.38%,26.08,3.78,1,-,-,-,-
midea-rsq2,净水-加购2500-4500竞品价位段,新标签人群,无线,京东直投,,,6882,52,0.76%,215.71,31.34,4.15,-,-,-,-
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东直投,,,6874,87,1.27%,233.57,33.98,2.68,-,-,-,-
midea-rsq2,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东快车(搜索),燃热-JSQ30-G3S_燃气热水器_单投,搜索-APP,6856,988,14.41%,7520.54,1096.93,7.61,192,271357.3,19.43%,36.08
midea-rsq2,九数618_燃热_类目_高分_无品牌倾向_0619,外部导入人群,无线,京东直投,,,6809,30,0.44%,122.88,18.05,4.1,-,-,-,-
midea-rsq2,九数_618_燃热_类目内_高分段_3k以上_0609,外部导入人群,无线,京东直投,,,6439,92,1.43%,112.5,17.47,1.22,3,5797,3.26%,51.53
midea-rsq2,九数_20190609_燃热_618跨品_干预组,外部导入人群,无线,京东直投,,,6343,21,0.33%,18.69,2.95,0.89,-,-,-,-
midea-rsq2,九数618_电热_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,6317,42,0.66%,182.18,28.84,4.34,5,4551,11.90%,24.98
midea-rsq2,九数_20190605_燃热_618跨品_干预组,外部导入人群,无线,京东直投,,,6311,15,0.24%,10.76,1.7,0.72,-,-,-,-
midea-rsq2,九数_20190608_电热_618跨品_干预组,外部导入人群,无线,京东直投,,,6293,30,0.48%,28.33,4.5,0.94,-,-,-,-
midea-rsq2,九数_20190608_燃热_618跨品_干预组_,外部导入人群,无线,京东直投,,,6267,18,0.29%,15.44,2.46,0.86,-,-,-,-
midea-rsq2,九数_20190609_电热_618跨品_干预组,外部导入人群,无线,京东直投,,,6201,20,0.32%,11.32,1.83,0.57,-,-,-,-
midea-rsq2,九数618_燃热_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,5989,25,0.42%,94.73,15.82,3.79,1,999,4.00%,10.55
midea-rsq2,【新】饮水-搜索-净饮,新标签人群,无线,京东直投,,,5987,72,1.20%,71.36,11.92,0.99,2,2495,2.78%,34.96
midea-rsq2,燃热-浏览2000-3000竞品价位段,新标签人群,PC,京东快车(搜索),燃热-JSQ30-G3S_燃气热水器_单投,搜索-电脑,5887,146,2.48%,735.83,124.99,5.04,25,34020,17.12%,46.23
midea-rsq2,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东快车(搜索),燃热-JSQ30-G6_燃气热水器_单投,搜索-JSQ30-G6-APP,5828,535,9.18%,3773.59,647.49,7.05,190,256533,35.51%,67.98
midea-rsq2,【新】拉新-DMP-饮水机品类拉新,新标签人群,无线,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,5725,474,8.28%,1299.07,226.91,2.74,41,34836.2,8.65%,26.82
midea-rsq2,【新】电热-1-1.5k价位段浏览,新标签人群,无线,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,5705,916,16.06%,4927.62,863.74,5.38,130,124275,14.19%,25.22
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,5690,39,0.69%,35.85,6.3,0.92,-,-,-,-
midea-rsq2,九数618_饮水_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,5625,46,0.82%,96.59,17.17,2.1,-,-,-,-
midea-rsq2,电热-意向-行业30日浏览未购买,新标签人群,无线,京东快车(搜索),热水器_腰部广告,美的热水器,5500,173,3.15%,587.38,106.8,3.4,8,6768,4.62%,11.52
midea-rsq2,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),比佛利JSQ30-W2_燃气热水器_单投,搜索-JSQ30-W2-APP,5388,234,4.34%,2328.44,432.15,9.95,18,23869.1,7.69%,10.25
midea-rsq2,搜索-净水-搜索意向,标签人群,无线,京东快车(搜索),净水器-MRC1583A-50G_净水器_单投,搜索-APP,5356,346,6.46%,1281.41,239.25,3.7,36,35675.6,10.40%,27.84
midea-rsq2,【新】购买力-土豪,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,5272,208,3.95%,715.72,135.76,3.44,31,39548,14.90%,55.26
midea-rsq2,九数_618_净水_类目内_高分段_无品牌倾向_0619,外部导入人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,5222,571,10.93%,2482.34,475.36,4.35,20,28075,3.50%,11.31
midea-rsq2,【新】燃热-G3S竞品人群,新标签人群,无线,京东快车(搜索),燃热-JSQ30-G3S_燃气热水器_单投,搜索-APP,5220,725,13.89%,4091.24,783.76,5.64,53,80404,7.31%,19.65
midea-rsq2,【新】饮水-搜索-净饮,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-区域,5152,361,7.01%,1014.49,196.91,2.81,14,14142,3.88%,13.94
midea-rsq2,九数618_燃热_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,5127,28,0.55%,56.38,11,2.01,-,-,-,-
midea-rsq2,九数_20190605_电热_618跨品_干预组,外部导入人群,无线,京东直投,,,5100,14,0.27%,11.69,2.29,0.84,-,-,-,-
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东直投,,,5063,25,0.49%,96.2,19,3.85,-,-,-,-
midea-rsq2,净水-意向-行业30日浏览未购买,新标签人群,PC,京东快车(搜索),净水器-(J400)MRO1891B-400G_净水器_单投,搜索-APP-搜索位,4962,18,0.36%,69.44,13.99,3.86,2,1997,11.11%,28.76
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,4962,37,0.75%,75.96,15.31,2.05,3,2497,8.11%,32.87
midea-rsq2,九数_618_净水器_类目内_高分段_无品牌倾向,外部导入人群,无线,京东直投,,,4937,53,1.07%,30.21,6.12,0.57,-,-,-,-
midea-rsq2,九数_618_饮水_类目内_高分段_无品牌倾向_0609,外部导入人群,无线,京东直投,,,4901,17,0.35%,29.86,6.09,1.76,-,-,-,-
midea-rsq2,【新】饮水-6h-1.5k价位段浏览,新标签人群,无线,京东快车(搜索),饮水-MYR827S-W_饮水机_单投,搜索-APP,4843,437,9.02%,790.43,163.21,1.81,38,29075.95,8.70%,36.78
midea-rsq2,九数618_燃热_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,4837,13,0.27%,42.02,8.69,3.23,-,-,-,-
midea-rsq2,【新】【J400】30加购小米,新标签人群,PC,京东快车(搜索),净水器-(J400)MRO1891B-400G_净水器_单投,搜索-(J400)-电脑,4832,25,0.52%,206.28,42.69,8.25,4,4295,16.00%,20.82
midea-rsq2,【新】拉新-DMP-热水器跨品类拉新,新标签人群,无线,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,4797,432,9.01%,2698.57,562.55,6.25,38,39192,8.80%,14.52
midea-rsq2,九数_618_燃热_类目内_高分段_3k以上_0605,外部导入人群,无线,京东直投,,,4791,65,1.36%,114.55,23.91,1.76,1,1839,1.54%,16.05
midea-rsq2,电热-加购2000-3000竞品价位段,新标签人群,无线,京东直投,,,4750,26,0.55%,130.35,27.44,5.01,4,3815,15.38%,29.27
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,4725,39,0.83%,93.07,19.7,2.39,1,699,2.56%,7.51
midea-rsq2,燃热-竞品浏览-海尔,新标签人群,无线,京东直投,,,4657,52,1.12%,107.99,23.19,2.08,-,-,-,-
midea-rsq2,【新】【J400】搜索小米,新标签人群,无线,京东直投,,,4645,66,1.42%,79.81,17.18,1.21,1,999,1.52%,12.52
midea-rsq2,九数_618_净水_类目内_高分段_2k_4k_0609,外部导入人群,无线,京东快车(搜索),净水器-(X400S)MRC1686A-400_净水器_单投,搜索-(X400S)-APP,4512,498,11.04%,2345.99,519.94,4.71,51,79213,10.24%,33.77
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东直投,,,4480,26,0.58%,118.13,26.37,4.54,-,-,-,-
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东直投,,,4468,62,1.39%,222.8,49.87,3.59,2,3198,3.23%,14.35
midea-rsq2,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东快车(搜索),净水器-(J400)MRO1891B-400G_净水器_单投,搜索-APP-搜索位,4436,182,4.10%,1174.55,264.78,6.45,22,30861,12.09%,26.27
midea-rsq2,九数_618_饮水_类目内_高分段_1.5k_3k_0604,外部导入人群,无线,京东直投,,,4435,40,0.90%,88.04,19.85,2.2,2,2856,5.00%,32.44
midea-rsq2,智能定向人群-视觉定向,智能定向,无线,京东直投,,,4397,36,0.82%,116.47,26.49,3.24,-,-,-,-
midea-rsq2,【新】燃热-30天未浏览美的,新标签人群,无线,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,4252,178,4.19%,552.68,129.98,3.1,4,6396,2.25%,11.57
midea-rsq2,【新】母婴人群-怀孕~宝宝12月,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-区域,4213,220,5.22%,689.08,163.56,3.13,6,6778.2,2.73%,9.84
midea-rsq2,【新】饮水-搜索-净饮,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,4194,257,6.13%,976.76,232.89,3.8,5,4643,1.95%,4.75
midea-rsq2,九数_618_净水_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,4191,47,1.12%,105.8,25.24,2.25,1,1288,2.13%,12.17
midea-rsq2,九数_618_燃热_类目内_高分段_无品牌倾向_0606,外部导入人群,无线,京东直投,,,4163,72,1.73%,46.41,11.15,0.64,-,-,-,-
midea-rsq2,【新】饮水-6h-1.5k价位段浏览,新标签人群,无线,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,4155,533,12.83%,1319.08,317.47,2.47,91,95893.55,17.07%,72.7
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,4154,430,10.35%,954.5,229.78,2.22,23,38343,5.35%,40.17
midea-rsq2,九数_20190610_燃热_618跨品_干预组,外部导入人群,无线,京东直投,,,4107,10,0.24%,6.23,1.52,0.62,-,-,-,-
midea-rsq2,九数_20190603_电热_618跨品_干预组,外部导入人群,无线,京东直投,,,4057,58,1.43%,32.61,8.04,0.56,-,-,-,-
midea-rsq2,【新】热水器-Top100竞品浏览未购,新标签人群,无线,京东直投,,,4033,20,0.50%,38.77,9.61,1.94,-,-,-,-
midea-rsq2,【新】母婴人群-怀孕~宝宝12月,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,4015,141,3.51%,471.02,117.32,3.34,9,6868,6.38%,14.58
midea-rsq2,九数_20190616_净水器_618跨品_干预组,外部导入人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,4000,608,15.20%,5348.3,1337.08,8.8,55,78242,9.05%,14.63
midea-rsq2,九数_20190616_净水器_618跨品_对照组,外部导入人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,3970,581,14.63%,4955.78,1248.31,8.53,55,67375.6,9.47%,13.6
midea-rsq2,九数_20190610_电热_618跨品_干预组,外部导入人群,无线,京东直投,,,3953,12,0.30%,8.44,2.14,0.7,-,-,-,-
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,3940,530,13.45%,1161.5,294.8,2.19,34,45958,6.42%,39.57
midea-rsq2,九数_618_净水_类目内_高分段_无品牌倾向_0606,外部导入人群,无线,京东直投,,,3892,36,0.92%,34.6,8.89,0.96,-,-,-,-
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,3851,550,14.28%,3219.28,835.96,5.85,130,189423.95,23.64%,58.84
midea-rsq2,九数_618_燃热_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,3841,19,0.49%,75.17,19.57,3.96,1,999,5.26%,13.29
midea-rsq2,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),燃热-JSQ30-GTS_燃气热水器_单投,搜索-APP,3799,429,11.29%,1925.66,506.89,4.49,96,173733,22.38%,90.22
midea-rsq2,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,3790,845,22.30%,5611.08,1480.5,6.64,327,443935,38.70%,79.12
midea-rsq2,九数618_饮水_类目_高分_1.5k_3k_0615,外部导入人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-区域,3774,467,12.37%,1912.46,506.75,4.1,24,31600.3,5.14%,16.52
midea-rsq2,燃热-价位段-1699-2199竞品浏览,新标签人群,无线,京东快车(搜索),燃热-JSQ30-G6_燃气热水器_单投,搜索-JSQ30-G6-APP,3738,354,9.47%,2395.49,640.85,6.77,21,29727,5.93%,12.41
midea-rsq2,九数_618_燃热_类目内_高分段_3k以上_0610,外部导入人群,无线,京东直投,,,3707,15,0.40%,35.85,9.67,2.39,-,-,-,-
midea-rsq2,【新】电热-1.5-2k价位段浏览,新标签人群,无线,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,3681,653,17.74%,3488.66,947.75,5.34,58,70101,8.88%,20.09
midea-rsq2,九数618_电热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东直投,,,3657,16,0.44%,85.88,23.48,5.37,-,-,-,-
midea-rsq2,九数_618_饮水_类目内_高分段_无品牌倾向_0611,外部导入人群,无线,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,3646,438,12.01%,1162.13,318.74,2.65,64,50149.75,14.61%,43.15
